"","probe","geneSymbol","geneName","geneEntrezID","geneEnsembl","T16.T0","T52.T0","AveExpr","F","P.Value","adj.P.Val"
"TC06002353.hg.1","TC06002353.hg.1","IRF4","interferon regulatory factor 4","3662","ENSG00000137265",-0.275070446457081,-0.360954952348181,6.80151951667039,12.5397833270369,1.02723823842633e-05,0.00189567099783108
"TC03001649.hg.1","TC03001649.hg.1","BTLA","B and T lymphocyte associated","151888","ENSG00000186265",-0.402680830087145,-0.513750765410286,6.4075900089618,12.5023288117183,1.06012217279956e-05,0.00193543160317524
"TC17002446.hg.1","TC17002446.hg.1","P2RX5-TAX1BP3","P2RX5-TAX1BP3 readthrough (NMD candidate)","100533970","ENSG00000257950",-0.166545710135462,-0.296652526841749,6.45663763419826,12.2322791417012,1.33111816378711e-05,0.00241725394211126
"TC09000988.hg.1","TC09000988.hg.1","MOB3B","MOB kinase activator 3B","79817","ENSG00000120162",-0.0795724770814479,-0.16516510122863,5.97184596319794,12.0870697627502,1.50492845306168e-05,0.00264836378286215
"TC19001032.hg.1","TC19001032.hg.1","GNG7","G protein subunit gamma 7","2788","ENSG00000176533",-0.122189772572242,-0.191920581578249,6.30589713338336,11.5869215853124,2.30066671249367e-05,0.00388835453289772
"TC09002918.hg.1","TC09002918.hg.1","STRBP","spermatid perinuclear RNA binding protein","55342","ENSG00000165209",-0.231941682993664,-0.296331020006887,4.58411398202736,11.5688083804947,2.33642475318719e-05,0.00392933699870989
"TC06004106.hg.1","TC06004106.hg.1","CCR6","C-C motif chemokine receptor 6","1235","ENSG00000112486",-0.21276443445746,-0.306255551082009,4.70982402866838,11.5404583509822,2.39352789758004e-05,0.00400563933447954
"TC04000632.hg.1","TC04000632.hg.1","SPRY1","sprouty RTK signaling antagonist 1","10252","ENSG00000164056",-0.110012790038251,-0.167899176250049,4.56297097063763,11.2846916227806,2.97727974363458e-05,0.00493419079843129
"TC19000521.hg.1","TC19000521.hg.1","SIPA1L3","signal induced proliferation associated 1 like 3","23094","ENSG00000105738",-0.0937230998875878,-0.146974695964688,6.62287366242741,11.1982198215478,3.20578717021892e-05,0.00523663033451071
"TC04000524.hg.1","TC04000524.hg.1","BANK1","B-cell scaffold protein with ankyrin repeats 1","55024","ENSG00000153064",-0.269889809357056,-0.523607666735139,5.55882066365399,11.1454010639674,3.35404460231404e-05,0.00537591937666673
"TC22000835.hg.1","TC22000835.hg.1","TNFRSF13C","TNF receptor superfamily member 13C","115650","ENSG00000159958",-0.0613266436112676,-0.175853612798131,6.70342834736726,10.9121714311729,4.09663053430043e-05,0.00653546572154284
"TC08000296.hg.1","TC08000296.hg.1","PLEKHA2","pleckstrin homology domain containing A2","59339","ENSG00000169499",-0.14203815715896,-0.151023780936041,7.52368066034464,10.7928000100829,4.53924726752244e-05,0.00714949181526644
"TC22000799.hg.1","TC22000799.hg.1","CBX6","chromobox 6","23466","ENSG00000183741",-0.0972447672929277,-0.122117963939029,6.9145144992531,10.7787221634358,4.59455162775387e-05,0.00719532076016133
"TC11000559.hg.1","TC11000559.hg.1","SNORA57","small nucleolar RNA, H/ACA box 57","692158","ENSG00000206597",0.354706051326346,0.263201118659893,8.44870078237485,10.7333888650999,4.77733364004528e-05,0.00744740504434456
"TC17000796.hg.1","TC17000796.hg.1","SNORA38B","small nucleolar RNA, H/ACA box 38B","100124536","ENSG00000200394",0.749915326840979,0.650677190559514,6.59231745666976,10.6993440664999,4.91944039621761e-05,0.00763407705122133
"TC04000416.hg.1","TC04000416.hg.1","PARM1","prostate androgen-regulated mucin-like protein 1","25849","ENSG00000169116",-0.135195436254951,-0.265695204185293,5.32927809162528,10.5391782067417,5.64782125113058e-05,0.0087120824757461
"TC20000742.hg.1","TC20000742.hg.1","MIR663A","microRNA 663a","724033","ENSG00000284419",-0.159715391737667,-0.231459172532277,8.28529442149178,10.0647083731071,8.51639036801713e-05,0.0128650250957569
"TC08000190.hg.1","TC08000190.hg.1","ADAM28","ADAM metallopeptidase domain 28","10863","ENSG00000042980",-0.281510341844298,-0.344796867060044,5.66666700892604,9.85519728453652,0.000102181649474482,0.0153003575134159
"TC01003990.hg.1","TC01003990.hg.1","SNORA14B","small nucleolar RNA, H/ACA box 14B","677802","ENSG00000207181",0.436440943632053,0.189837227548764,5.11261310150612,9.81904415464224,0.000105450187307827,0.0155847159943256
"TC18000527.hg.1","TC18000527.hg.1","TCF4","transcription factor 4","6925","ENSG00000196628",-0.166356006605585,-0.206588315143228,5.59786411194425,9.71190740504834,0.000115773339466704,0.0170366457301435
"TC11000956.hg.1","TC11000956.hg.1","BIRC3","baculoviral IAP repeat containing 3","330","ENSG00000023445",-0.314578015878586,-0.374673919330879,7.23767296820442,9.39763094351239,0.000152377804052715,0.0221369286398284
"TC01001974.hg.1","TC01001974.hg.1","KMO","kynurenine 3-monooxygenase","8564","ENSG00000117009",-0.338006648895231,-0.317022918848768,4.51155345134142,9.30392240981394,0.000165422041702673,0.0239301207785137
"TC11003439.hg.1","TC11003439.hg.1","POLD4","DNA polymerase delta 4, accessory subunit","57804","ENSG00000175482",-0.0920088776538366,-0.111842497113028,7.22458552470979,9.21495333495081,0.000178855290579457,0.0256559647915238
"TC11003463.hg.1","TC11003463.hg.1","C11orf80","chromosome 11 open reading frame 80","79703","ENSG00000173715",-0.089499573556826,-0.103022622030423,5.66611653883686,9.17384418848776,0.000185431295707455,0.0264879683491736
"TC09001258.hg.1","TC09001258.hg.1","TLE1","transducin like enhancer of split 1","7088","ENSG00000196781",-0.118226235786892,-0.144349040512639,5.42492439264808,9.08990187812863,0.000199631774741494,0.0282797875090232
"TC19000729.hg.1","TC19000729.hg.1","CD37","CD37 molecule","951","ENSG00000104894",-0.165450956840798,-0.198637342319403,9.7468195244352,9.00378637307806,0.000215349083182356,0.0302552168717928
"TC19000032.hg.1","TC19000032.hg.1","ATP5D","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","513","ENSG00000099624",-0.161668250096954,-0.1984147391738,7.72871599137988,8.85973562520513,0.000244502550608781,0.0342103158925565
"TC08000217.hg.1","TC08000217.hg.1","PNOC","prepronociceptin","5368","ENSG00000168081",-0.0864764742113024,-0.144749186140272,5.16654566547768,8.85463397507528,0.0002456055411961,0.0342243803119791
"TC06000265.hg.1","TC06000265.hg.1","HIST1H2BM","histone cluster 1 H2B family member m","8342","ENSG00000273703",-0.308534407202074,-0.353319454214552,6.38924028395539,8.83873853607964,0.000249074671017139,0.0345667043435981
"TC06001747.hg.1","TC06001747.hg.1","ZNF318","zinc finger protein 318","24149","ENSG00000171467",-0.154018611878817,-0.205871833224379,6.07269301857453,8.55088240095237,0.000321265640226612,0.0438720358293461
"TC01006409.hg.1","TC01006409.hg.1","C1orf220","chromosome 1 open reading frame 220 (putative)","400798","ENSG00000213057",-0.117587575376703,-0.172595679927577,4.5043732920051,8.52317804655941,0.000329249367308961,0.0447831609558882
"TC06000099.hg.1","TC06000099.hg.1","CD83","CD83 molecule","9308","ENSG00000112149",-0.0948028621536237,-0.149968841797876,5.52768659669454,8.45771948410427,0.000348922646452796,0.0470838701577014
"TC06000168.hg.1","TC06000168.hg.1","HIST1H1E","histone cluster 1 H1 family member e","3008","ENSG00000168298",-0.351792911750344,-0.292805082049798,9.50970338227182,8.36113072311032,0.000380154430013896,0.0506971571901344
"TC07001808.hg.1","TC07001808.hg.1","FAM3C","family with sequence similarity 3 member C","10447","ENSG00000196937",-0.209815958481885,-0.262213544031962,5.50748613100987,8.12353806056242,0.000469620627715106,0.0616648008853604
"TC04001092.hg.1","TC04001092.hg.1","SEL1L3","SEL1L family member 3","23231","ENSG00000091490",-0.208048641332051,-0.311490971288792,6.54589899591588,8.0610453006238,0.00049652151883251,0.0649472975208502
"TC11000175.hg.1","TC11000175.hg.1","SWAP70","switching B-cell complex subunit SWAP70","23075","ENSG00000133789",-0.212518712087153,-0.357382319521923,6.99523130816879,7.9461737914603,0.000550120455124394,0.0716836348776596
"TC18000412.hg.1","TC18000412.hg.1","TMEM241","transmembrane protein 241","85019","ENSG00000134490",-0.0850710897887952,-0.0776454144288241,4.99487910476183,7.89488524025963,0.000575913768364986,0.0744761214090175
"TC20000334.hg.1","TC20000334.hg.1","PKIG","cAMP-dependent protein kinase inhibitor gamma","11142","ENSG00000168734",-0.0674446132443149,-0.0999481760316741,5.36659803480444,7.86088514567355,0.000593686101155907,0.076484692428161
"TC11001442.hg.1","TC11001442.hg.1","RRAS2","RAS related 2","22800","ENSG00000133818",-0.17041820654897,-0.210660429348454,5.6508027126508,7.73717846445623,0.000663182419631542,0.0844815216650032
"TC03001269.hg.1","TC03001269.hg.1","OSBPL10","oxysterol binding protein like 10","114884","ENSG00000144645",-0.0245431482352583,-0.198836983313696,5.08576181792466,7.66266881855687,0.000708970924531948,0.0896454346797063
"TC01003365.hg.1","TC01003365.hg.1","FCRL3","Fc receptor like 3","115352","ENSG00000160856",-0.3473534681827,-0.396125704344151,6.44098778257636,7.48715763744014,0.000829934976625675,0.104169044492649
"TC12001967.hg.1","TC12001967.hg.1","HVCN1","hydrogen voltage gated channel 1","84329","ENSG00000122986",-0.0763102276111436,-0.121145088771089,7.33002231417952,7.45269001252965,0.000856049575955137,0.107053232685379
"TC06001946.hg.1","TC06001946.hg.1","BACH2","BTB domain and CNC homolog 2","60468","ENSG00000112182",-0.230638284228797,-0.297216276752322,6.24281990412399,7.43953761877349,0.000866233083072347,0.10793137757697
"TC22000478.hg.1","TC22000478.hg.1","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3","57553","ENSG00000243156",-0.0554802829451715,-0.110791755075775,5.97967701429875,7.39688462516748,0.000900111975172468,0.111744810299593
"TC11003499.hg.1","TC11003499.hg.1","COX8A","cytochrome c oxidase subunit 8A","1351","ENSG00000176340",-0.224732395899037,-0.257683696442907,8.76657515280177,7.26844183840325,0.00101048320127971,0.124093152847803
"TC02000280.hg.1","TC02000280.hg.1","PRKCE","protein kinase C epsilon","5581","ENSG00000171132",-0.122693384245751,-0.123495788611246,5.45608536764248,7.24975188336673,0.00102765143840501,0.125300071811239
"TC20001671.hg.1","TC20001671.hg.1","PMEPA1","prostate transmembrane protein, androgen induced 1","56937","ENSG00000124225",-0.108684176394855,-0.190351134795063,4.96830255620339,7.23485623642256,0.00104154612338283,0.126093562596772
"TC6_mcf_hap5000079.hg.1","TC6_mcf_hap5000079.hg.1","HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2","3118",NA,-0.210082818099052,-0.328235232783704,5.61011757472772,7.1399041311901,0.00113471439758058,0.136887454181628
"TC05003035.hg.1","TC05003035.hg.1","CD180","CD180 molecule","4064","ENSG00000134061",-0.290985060039061,-0.428872314161827,6.87341734932154,7.12830266781881,0.00114666359528409,0.137841884306333
"TC19002698.hg.1","TC19002698.hg.1","ECH1","enoyl-CoA hydratase 1","1891",NA,-0.179519267474481,-0.224950874408352,9.03603064398394,7.06428423976137,0.00121493619536403,0.145536567402554
"TC15001690.hg.1","TC15001690.hg.1","TSPAN3","tetraspanin 3","10099","ENSG00000140391",-0.188194734739565,-0.220945757161465,6.00769980137338,6.9718091806074,0.00132091380540392,0.157128910510417
"TC06001678.hg.1","TC06001678.hg.1","CPNE5","copine 5","57699","ENSG00000124772",-0.0497687451381861,-0.0915647345998911,5.55684700925764,6.81099555151522,0.00152807867206297,0.178659609124074
